nquest,pos_A3,pos_A4,pos_B3,pos_C1,pos_C2,pos_C3,pos_C4,pos_C5,pos_C6,pos_D1,pos_D2,pos_D3,pos_D4,pos_D5,pos_D6,pos_D7,pos_E1,pos_E3,pos_E4,pos_E5,pos_F,pos_G1,pos_G2,pos_G3,pos_G4,pos_H,pos_I,sodconsul,risfin,precauz,rispar,rispalt,rispbass,risparfine,emerg,intpersezc,docsezc,doveafris1,doveafris2,doveafris3,doveafris4,doveafris5,doveafris9,chiafris1,chiafris2,chiafris3,chiafris4,chiafris5,chiafris6,chiafris9,motinsod1,motinsod2,motinsod3,motinsod4,rismot1,rismot2,rismot3,rismot4,rismot5,rismot6,rismot7,rismot8,rismot9,rismot10,rispbacome1,rispbacome2,rispbacome3,rispbacome4,rispbacome5,rispbacome6,AFA3,AFA4,AFB3,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,AFD1,AFD2,AFD3,AFD4,AFD5,AFD6,AFD7,AFE1,AFE3,AFE4,AFE5,AFF,AFG1,AFG2,AFG3,AFG4,AFH,AFI,PDEPOS,AFDEPOS
860929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,50000,1,1000,,1,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6914.6895219
860940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,100000,1,3000,,1,1,2,2,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9614.1275551
860963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,50000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500
860977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,20000,3,,3000,2,2,2,1,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500
860985,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,250000,1,50000,,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,1,0,1,0,1,0,0,,,,,,,0,0,0,20000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000
861001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,300000,2,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
861018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,40000,2,,,2,1,2,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
861019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,50000,3,,3000,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28000
861061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,300000,2,,,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,,,,,,,0,0,477.99477493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28165.221054,0,0,0,0,0,0,1,23808.774799
861065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,100000,1,10000,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10307.869423
861177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1735.0680849
861189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3545.5060994
861232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,80000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6668.3906679
861272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,60000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
861345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5000,1,10000,,1,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49804.06096
861452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,20000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500
861471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,20000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,30000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
861499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1500,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,534.0652494
861502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,7000,1,3000,,1,2,1,2,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,24444.038049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4270.6574473
861508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,391.33763635
861525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,10000,3,,4000,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6520.1348929
861526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,6000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5541.7686485
861578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,15000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,10000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,,0,0,5678.8770574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1578.1977863
861584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,15000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2773.3863275
861731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,20000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2500,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
861850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,5000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,10000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,5000,1,1000,,1,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,0,0,5155.8442977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13195.118163
861992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,50000,1,10000,,1,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11000
862003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,50000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
862007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,10000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,50000,1,8000,,1,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
862062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,30000,3,,5000,3,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1586.1161566
862075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,15000,1,3000,,1,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7256.6617468
862080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,100000,1,10000,,1,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100000
862146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,25000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500
862150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,30000,1,5000,,1,1,2,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
862168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,30000,2,,,2,2,1,1,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
862264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,10000,1,4000,,1,1,1,2,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4455.0096702
862280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1421.2143429
862295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
862303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,5000,1,1500,,1,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3588.7174161
862314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,20000,1,2000,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,,,,,,,0,0,0,17672.158651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
862358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,500,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,10000,1,7000,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.739666
862455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,20000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3155.7930162
862462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2155.4334264
862466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,846.40993622
862503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,300000,2,,,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
862583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2000,2,,,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,1,0,1,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
862590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,50000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500
862604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,15000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
862739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,5000,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
862752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,10000,2,,,1,1,1,2,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6521.3693773
862789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,12000,3,,2000,2,2,2,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2774.9508857
862824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1500,2,,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,30000,1,3000,,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
862874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,50000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
862877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,6000,1,1500,,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
862904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,10000,3,,8000,2,2,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
862939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,10000,1,10000,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28228.606121,0,0,0,0,0,0,0,0,0,1,67217.771999
862976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,600000,3,,7000,3,2,1,2,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000
862999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,30000,1,200,,2,2,1,2,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3300
863078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1000000,1,25000,,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144005.16316,0,0,0,0,0,0,1,13000
863087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,20000,3,,5000,3,1,1,2,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
863099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,10000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
863191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,30000,2,,,2,1,1,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1300
